,Location,Year,population,fossil_energy_per_capita,renewables_energy_per_capita,energy_per_capita,Record Counter,LEx,LE15,LE65,LE80
87,Africa,1965,321447378.0,2100.505,127.918,2228.423,27,43.4401,45.7137,11.2665,4.9844
88,Africa,1966,329658389.0,2136.364,139.123,2275.487,27,43.433,45.634,11.2447,4.9787
89,Africa,1967,338159967.0,2099.772,141.577,2241.349,27,43.6456,45.541,11.2492,4.9786
90,Africa,1968,346980412.0,2145.93,161.394,2307.324,27,44.1023,45.827,11.3158,4.9931
91,Africa,1969,356070643.0,2126.871,183.537,2310.408,27,44.3156,45.8841,11.3276,4.9919
92,Africa,1970,365450443.0,2220.089,223.568,2443.656,27,44.7834,46.2162,11.3747,5.0075
93,Africa,1971,375086296.0,2334.724,206.472,2541.196,27,45.322,46.548,11.429,5.0282
94,Africa,1972,384930776.0,2389.03,229.007,2618.036,27,45.4068,46.4846,11.4552,5.0464
95,Africa,1973,395212420.0,2525.897,235.902,2761.8,27,46.1543,46.9747,11.5514,5.0864
96,Africa,1974,406069208.0,2560.901,261.103,2822.004,27,46.4601,47.1863,11.5797,5.1098
97,Africa,1975,417556976.0,2640.094,268.42,2908.514,27,46.903,47.3796,11.6504,5.1476
98,Africa,1976,429573262.0,2780.994,289.091,3070.085,27,47.6398,47.7003,11.7638,5.2024
99,Africa,1977,441701768.0,2841.573,308.838,3150.411,27,48.1637,47.9616,11.8367,5.2412
100,Africa,1978,454463053.0,2877.135,302.668,3179.803,27,48.5646,48.1054,11.8803,5.2679
101,Africa,1979,467976240.0,3049.865,314.558,3364.423,27,49.0955,48.3664,11.9433,5.2938
102,Africa,1980,481543145.0,3215.964,298.038,3514.002,27,49.5116,48.5573,12.0006,5.3204
103,Africa,1981,495655683.0,3530.238,300.845,3831.083,27,49.9137,48.7387,12.0358,5.3348
104,Africa,1982,510540596.0,3671.483,292.264,3963.747,27,50.2819,48.8395,12.0744,5.3567
105,Africa,1983,525335348.0,3710.441,256.083,3966.524,27,49.5505,48.4768,11.9749,5.3406
106,Africa,1984,540183119.0,3711.402,244.923,3976.943,27,49.7051,48.3831,11.9907,5.3526
107,Africa,1985,555652995.0,3731.344,264.699,4023.186,27,50.0863,48.5243,12.0397,5.3812
108,Africa,1986,571646786.0,3678.991,268.014,3990.702,27,50.5501,48.6656,12.0915,5.4075
109,Africa,1987,588080029.0,3724.432,250.021,4004.209,27,50.8954,48.5234,12.1529,5.4415
110,Africa,1988,604511530.0,3855.008,265.27,4169.531,27,50.4287,48.3474,12.078,5.4447
111,Africa,1989,621167964.0,3742.381,270.882,4063.964,27,51.6789,49.0027,12.2567,5.4961
112,Africa,1990,638157571.0,3779.73,269.147,4086.444,27,51.6467,48.8591,12.2577,5.5083
113,Africa,1991,655040869.0,3659.419,277.637,3976.666,27,51.485,48.8128,12.2366,5.5117
114,Africa,1992,671931834.0,3637.335,258.541,3935.098,27,51.2365,48.4917,12.1965,5.4996
115,Africa,1993,689140286.0,3570.017,247.482,3847.371,27,51.549,48.483,12.2475,5.5239
116,Africa,1994,706488557.0,3595.591,244.784,3879.322,27,50.5156,47.065,12.1513,5.5105
117,Africa,1995,724331972.0,3644.17,248.366,3936.807,27,52.1161,48.7442,12.2881,5.5363
118,Africa,1996,742765067.0,3638.592,253.375,3936.949,27,52.128,48.6129,12.3337,5.5824
119,Africa,1997,761224818.0,3621.96,253.749,3922.852,27,52.3075,48.6007,12.3931,5.6221
120,Africa,1998,779908311.0,3579.052,259.616,3888.152,27,51.8964,48.1016,12.3616,5.6223
121,Africa,1999,799099611.0,3597.172,268.285,3911.04,27,52.7745,48.514,12.476,5.6608
122,Africa,2000,818952374.0,3575.967,281.234,3902.278,27,53.3498,48.8297,12.5648,5.7126
123,Africa,2001,839464127.0,3613.564,293.375,3942.936,27,53.6201,48.7756,12.594,5.7207
124,Africa,2002,860611762.0,3557.756,299.018,3895.799,27,53.9987,48.862,12.6299,5.737
125,Africa,2003,882349569.0,3660.332,283.2,3983.47,27,54.4224,48.9501,12.6552,5.7342
126,Africa,2004,904781595.0,3839.166,291.297,4171.311,27,54.8957,49.1314,12.7128,5.7664
127,Africa,2005,927898412.0,3759.233,286.832,4079.506,27,55.4669,49.3948,12.7735,5.7917
128,Africa,2006,951740562.0,3735.217,290.345,4054.325,27,56.1389,49.7544,12.8394,5.8176
129,Africa,2007,976461747.0,3781.004,289.613,4102.063,27,56.73,50.0534,12.9048,5.8458
130,Africa,2008,1001981577.0,3915.248,286.588,4236.832,27,57.3081,50.3686,12.9731,5.882
131,Africa,2009,1028200528.0,3878.879,286.0,4198.256,27,58.0158,50.7937,13.0639,5.9182
132,Africa,2010,1055233717.0,3882.746,300.899,4217.788,27,58.608,51.1717,13.1339,5.9509
133,Africa,2011,1082676070.0,3810.795,301.392,4143.733,27,59.2511,51.575,13.2077,5.9656
134,Africa,2012,1110797495.0,3874.421,294.989,4200.126,27,59.8106,51.9232,13.2887,6.011
135,Africa,2013,1140180888.0,3870.303,303.772,4206.431,27,60.2924,52.2068,13.3421,6.0321
136,Africa,2014,1170299297.0,3862.466,317.779,4210.886,27,60.7463,52.4905,13.4213,6.0871
137,Africa,2015,1201108186.0,3862.6,315.197,4204.125,27,61.1288,52.7105,13.4724,6.1089
138,Africa,2016,1232111820.0,3867.859,306.766,4205.953,27,61.588,53.0092,13.5701,6.1774
139,Africa,2017,1263333997.0,3854.16,324.966,4207.816,27,61.9858,53.2582,13.6506,6.2145
140,Africa,2018,1295265310.0,3833.317,339.213,4195.228,27,62.3435,53.4663,13.7105,6.2351
141,Africa,2019,1327701380.0,3808.938,353.471,4187.656,27,62.688,53.6715,13.7677,6.2546
142,Africa,2020,1360677453.0,3483.574,368.932,3870.848,27,62.2342,52.973,13.0497,5.875
143,Africa,2021,1393676724.0,3625.505,379.353,4027.117,27,61.6609,52.1976,12.559,5.5959
144,Africa,2022,1426736614.0,3545.31,380.824,3943.844,27,62.1532,52.6009,12.827,5.7188
232,Algeria,1965,12381262.0,1910.132,95.531,2005.664,60,42.714,43.8364,10.314,4.1664
233,Algeria,1966,12613398.0,2281.922,83.224,2365.146,60,42.5429,43.6524,10.1708,4.1029
234,Algeria,1967,12897121.0,2096.207,94.003,2190.21,60,42.5675,43.6572,10.0998,4.0785
235,Algeria,1968,13190979.0,2174.229,126.206,2300.435,60,42.6422,43.6553,10.0197,4.0495
236,Algeria,1969,13491022.0,2406.913,79.125,2486.038,60,42.7814,43.6671,9.9407,4.023
237,Algeria,1970,13795915.0,2540.161,124.316,2664.477,60,43.1597,43.8476,9.923,4.0274
238,Algeria,1971,14110269.0,2746.726,69.156,2815.882,60,43.6703,44.124,9.942,4.0522
239,Algeria,1972,14439750.0,2990.643,101.367,3092.01,60,44.3465,44.496,9.9952,4.094
240,Algeria,1973,14786473.0,3450.926,150.384,3601.31,60,45.0793,44.8499,10.0395,4.1318
241,Algeria,1974,15153601.0,3790.472,96.982,3887.454,60,46.0341,45.3873,10.1634,4.2203
242,Algeria,1975,15724698.0,4413.426,61.68,4475.105,60,46.9722,45.8522,10.2558,4.2883
243,Algeria,1976,16500516.0,4906.019,69.711,4975.73,60,47.9854,46.3619,10.3574,4.3661
244,Algeria,1977,17134196.0,5218.639,46.424,5265.062,60,49.1913,47.0384,10.5371,4.4867
245,Algeria,1978,17632646.0,6387.143,41.925,6429.067,60,50.3529,47.6238,10.6901,4.5865
246,Algeria,1979,18166982.0,8129.018,47.365,8176.383,60,51.7549,48.4097,10.9441,4.7419
247,Algeria,1980,18739378.0,9412.426,40.553,9452.979,60,53.2609,49.2427,11.2826,4.9548
248,Algeria,1981,19351356.0,11064.026,55.927,11119.953,60,55.2763,50.2996,11.6374,5.1564
249,Algeria,1982,20000098.0,12334.725,70.82,12405.545,60,57.4284,51.445,12.1118,5.4357
250,Algeria,1983,20682110.0,13067.9,33.599,13101.499,60,59.5101,52.452,12.5304,5.6786
251,Algeria,1984,21393532.0,12099.901,62.475,12162.377,60,61.6581,53.5846,13.0315,5.9663
252,Algeria,1985,22132910.0,11764.669,86.307,11850.976,60,63.5879,54.6311,13.5099,6.2457
253,Algeria,1986,22882560.0,12094.42,32.306,12126.727,60,65.159,55.5376,13.9306,6.4948
254,Algeria,1987,23586098.0,12027.957,62.56,12090.516,60,65.8297,55.709,13.9176,6.4651
255,Algeria,1988,24243024.0,12576.017,22.321,12598.338,60,66.9713,56.5251,14.2886,6.666
256,Algeria,1989,24889516.0,11908.628,26.85,11935.477,60,67.0855,56.4027,14.1179,6.5405
257,Algeria,1990,25518074.0,12327.519,15.644,12343.162,60,67.416,56.5798,14.1313,6.5236
258,Algeria,1991,26133906.0,11908.999,33.152,11942.152,60,67.6875,56.7137,14.1282,6.4935
259,Algeria,1992,26748302.0,11949.858,21.999,11971.857,60,67.7571,56.6812,14.0582,6.4175
260,Algeria,1993,27354326.0,10855.729,38.159,10893.888,60,67.7195,56.5281,13.9029,6.2783
261,Algeria,1994,27937006.0,10789.64,17.57,10807.21,60,67.3614,56.0498,13.748,6.1464
262,Algeria,1995,28478024.0,10975.977,20.04,10996.016,60,67.4544,56.0386,13.5572,5.9881
263,Algeria,1996,28984640.0,10678.949,13.773,10692.724,60,68.7493,57.2591,14.1601,6.2993
264,Algeria,1997,29476030.0,10097.629,7.524,10105.151,60,69.1706,57.6013,14.3437,6.3743
265,Algeria,1998,29924664.0,10282.93,21.245,10304.176,60,69.4506,57.8188,14.4492,6.396
266,Algeria,1999,30346086.0,10242.966,19.781,10262.746,60,70.0316,58.3576,14.5607,6.3989
267,Algeria,2000,30774624.0,9741.336,5.189,9746.524,60,70.4779,58.7825,14.7734,6.4841
268,Algeria,2001,31200984.0,9955.143,6.497,9961.64,60,70.8233,59.1263,14.9178,6.5227
269,Algeria,2002,31624700.0,10175.09,5.261,10180.35,60,71.2296,59.3948,15.0165,6.5275
270,Algeria,2003,32055882.0,10486.486,23.975,10510.461,60,71.2868,59.4052,15.0008,6.4679
271,Algeria,2004,32510184.0,10736.774,22.248,10759.022,60,71.7617,59.706,15.0663,6.4552
272,Algeria,2005,32956690.0,11065.476,48.247,11113.723,60,72.0612,59.8998,15.1388,6.4562
273,Algeria,2006,33435082.0,11323.462,18.518,11341.98,60,72.3336,60.0645,15.2032,6.4571
274,Algeria,2007,33983836.0,11740.897,18.804,11759.701,60,72.6019,60.2389,15.2868,6.4742
275,Algeria,2008,34569592.0,12229.293,23.004,12252.297,60,72.9405,60.4842,15.398,6.5078
276,Algeria,2009,35196040.0,12725.983,27.137,12753.12,60,73.6196,61.0819,15.769,6.7092
277,Algeria,2010,35856348.0,12229.061,14.096,12243.156,60,73.8081,61.1955,15.7851,6.6818
278,Algeria,2011,36543548.0,12680.638,29.903,12710.541,60,74.1234,61.458,15.931,6.7454
279,Algeria,2012,37260568.0,13594.317,30.592,13624.909,60,74.2024,61.491,15.9216,6.7161
280,Algeria,2013,38000628.0,14121.583,9.152,14130.735,60,74.6153,61.8769,16.1543,6.8376
281,Algeria,2014,38760168.0,15090.883,17.753,15108.635,60,75.11,62.3432,16.4487,7.0069
282,Algeria,2015,39543148.0,15601.193,15.119,15616.311,60,75.622,62.833,16.7734,7.1786
283,Algeria,2016,40339328.0,15272.842,22.301,15295.143,60,75.7318,62.904,16.8026,7.1617
284,Algeria,2017,41136548.0,15126.544,37.458,15164.0,60,75.7428,62.8744,16.7684,7.1103
285,Algeria,2018,41927008.0,15925.02,46.065,15971.084,60,76.0656,63.1575,16.9618,7.2101
286,Algeria,2019,42705372.0,16211.092,47.96,16259.053,60,76.4742,63.5244,17.2242,7.3601
287,Algeria,2020,43451668.0,14888.941,44.866,14933.807,60,74.4528,61.3956,15.6054,6.2849
288,Algeria,2021,44177964.0,15873.962,40.502,15914.461,60,76.3767,63.3126,16.919,7.2343
289,Algeria,2022,44903228.0,15207.475,44.652,15252.127,60,77.1294,63.9045,17.4726,7.5045
462,Argentina,1965,22053662.0,14732.473,164.265,14896.737,243,64.5925,54.9721,12.9613,5.6432
463,Argentina,1966,22403120.0,14975.831,163.79,15139.622,243,64.8912,55.2134,13.1108,5.75
464,Argentina,1967,22757014.0,15172.235,165.111,15337.348,243,64.9924,55.2296,13.1356,5.8
465,Argentina,1968,23112976.0,15420.595,191.607,15612.201,243,64.8904,54.9935,13.0117,5.7634
466,Argentina,1969,23472030.0,15718.227,169.222,15887.447,243,64.8588,54.8204,12.9197,5.7356
467,Argentina,1970,23842804.0,14625.065,200.645,14825.712,243,65.5887,55.4319,13.2813,5.967
468,Argentina,1971,24223380.0,15273.73,196.515,15470.247,243,65.5408,55.2019,13.1361,5.8787
469,Argentina,1972,24612798.0,15226.303,190.389,15416.692,243,65.9233,55.4193,13.2665,5.9741
470,Argentina,1973,25020592.0,15483.363,361.894,15845.258,243,66.323,55.6413,13.4018,6.0703
471,Argentina,1974,25449752.0,15496.195,587.978,16199.681,243,66.5626,55.7176,13.5279,6.1616
472,Argentina,1975,25875562.0,14680.415,601.539,15557.969,243,67.0806,56.0698,13.7152,6.2836
473,Argentina,1976,26290258.0,15229.681,571.452,16078.729,243,67.2275,56.0621,13.7505,6.3104
474,Argentina,1977,26713780.0,15705.63,645.982,16525.492,243,67.8613,56.5751,14.0572,6.5098
475,Argentina,1978,27146124.0,15132.868,851.351,16286.93,243,68.1973,56.781,14.1837,6.5658
476,Argentina,1979,27584138.0,15777.248,1153.401,17207.568,243,68.4914,56.9133,14.2303,6.5741
477,Argentina,1980,28024808.0,14997.139,1608.843,16842.906,243,68.5642,56.843,14.1889,6.5239
478,Argentina,1981,28471284.0,14269.553,1534.899,16085.102,243,68.9762,57.1134,14.3415,6.6136
479,Argentina,1982,28922768.0,14134.874,1811.27,16129.603,243,68.9368,56.9533,14.2944,6.555
480,Argentina,1983,29377144.0,14335.764,1870.776,16535.426,243,69.2668,57.1871,14.3945,6.5855
481,Argentina,1984,29832200.0,13912.129,1982.613,16336.176,243,69.1953,57.0146,14.2984,6.5028
482,Argentina,1985,30287120.0,13332.522,2029.052,15901.774,243,69.6511,57.3947,14.5114,6.5776
483,Argentina,1986,30748332.0,13987.672,2035.298,16549.99,243,70.1189,57.7861,14.7547,6.7041
484,Argentina,1987,31216450.0,14362.914,2086.509,17037.08,243,70.5643,58.1649,14.9912,6.8279
485,Argentina,1988,31690790.0,15107.617,1436.179,17062.936,243,71.0523,58.5829,15.2521,6.9696
486,Argentina,1989,32165770.0,14543.697,1222.833,16211.047,243,71.4247,58.8882,15.4488,7.0801
487,Argentina,1990,32637658.0,13467.861,1617.834,15718.703,243,71.7837,59.1812,15.6286,7.1735
488,Argentina,1991,33105766.0,13653.088,1430.066,15747.927,243,72.319,59.6519,15.948,7.3891
489,Argentina,1992,33568280.0,14362.695,1700.591,16661.842,243,72.4295,59.6924,15.9717,7.4005
490,Argentina,1993,34027240.0,14261.009,2074.487,16981.766,243,72.5646,59.7587,16.021,7.4466
491,Argentina,1994,34488696.0,14624.844,2348.667,17651.035,243,73.1725,60.306,16.3368,7.612
492,Argentina,1995,34946116.0,15150.054,2253.499,17977.289,243,73.1333,60.2018,16.2797,7.6086
493,Argentina,1996,35389360.0,16071.908,1898.562,18568.533,243,73.3066,60.3132,16.347,7.6709
494,Argentina,1997,35815968.0,15606.976,2322.615,18560.301,243,73.0899,60.0279,16.1687,7.5988
495,Argentina,1998,36233196.0,16234.63,2181.549,18999.846,243,73.4737,60.3616,16.374,7.7424
496,Argentina,1999,36653032.0,16688.752,1751.816,18990.684,243,73.7219,60.5526,16.4899,7.8351
497,Argentina,2000,37070772.0,16061.652,2315.351,18849.811,243,73.926,60.7076,16.5851,7.9178
498,Argentina,2001,37480492.0,14777.17,2902.009,18210.119,243,74.1864,60.9117,16.7197,8.0345
499,Argentina,2002,37885024.0,14038.02,2806.88,17275.256,243,74.408,61.0831,16.8435,8.1597
500,Argentina,2003,38278164.0,15136.219,2640.23,18326.521,243,74.0801,60.7012,16.5329,7.9224
501,Argentina,2004,38668796.0,16351.621,2347.119,19261.457,243,74.8549,61.432,17.0224,8.2681
502,Argentina,2005,39070504.0,17161.695,2587.788,20232.844,243,75.1388,61.668,17.1794,8.402
503,Argentina,2006,39476856.0,17675.01,2829.686,21038.723,243,75.4326,61.9176,17.3291,8.5089
504,Argentina,2007,39876116.0,18910.846,2303.925,21708.369,243,75.0057,61.4335,16.9885,8.3183
505,Argentina,2008,40273768.0,19009.867,2275.451,21780.381,243,75.6411,62.0307,17.3699,8.563
506,Argentina,2009,40684344.0,17943.129,2472.131,20954.271,243,75.9359,62.2799,17.5131,8.6536
507,Argentina,2010,41100124.0,18534.785,2505.684,21507.703,243,75.7208,62.0229,17.3055,8.5193
508,Argentina,2011,41520736.0,19097.164,2389.665,21894.867,243,76.124,62.3801,17.5403,8.6932
509,Argentina,2012,41952364.0,19803.955,2289.243,22494.715,243,76.4669,62.6835,17.7511,8.8703
510,Argentina,2013,42388268.0,20236.637,2532.988,23152.588,243,76.4908,62.6713,17.7054,8.8387
511,Argentina,2014,42824064.0,20020.451,2525.827,22881.006,243,76.7549,62.8945,17.814,8.9036
512,Argentina,2015,43257064.0,20115.785,2510.579,23046.873,243,76.7602,62.8627,17.7642,8.8949
513,Argentina,2016,43668236.0,19927.385,2311.688,22726.455,243,76.3077,62.3716,17.3585,8.6161
514,Argentina,2017,44054616.0,19680.186,2470.724,22503.818,243,76.833,62.8682,17.6669,8.8241
515,Argentina,2018,44413592.0,19258.883,2511.452,22163.16,243,76.9994,63.0058,17.7294,8.8791
516,Argentina,2019,44745516.0,17779.336,2468.605,20725.168,243,77.2845,63.2653,17.8814,8.9905
517,Argentina,2020,45036032.0,16376.283,2377.575,19314.066,243,75.8921,61.8391,17.0986,8.5541
518,Argentina,2021,45276788.0,18364.658,2399.532,21328.186,243,75.3899,61.3299,16.6009,8.2735
519,Argentina,2022,45510324.0,18765.236,2818.588,21994.422,243,76.0636,61.9611,17.0233,8.4786
601,Asia,1965,1901594742.0,2593.657,222.387,2816.082,91,50.5795,48.2289,11.1161,4.8483
602,Asia,1966,1948036863.0,2756.053,226.441,2983.344,91,51.4792,48.8695,11.2864,4.9333
603,Asia,1967,1994226633.0,2844.559,206.754,3052.208,91,52.1418,49.3262,11.3764,4.973
604,Asia,1968,2042761361.0,2990.036,224.333,3215.819,91,53.0428,49.7656,11.4817,5.0165
605,Asia,1969,2093665797.0,3336.711,227.214,3566.374,91,53.6282,50.1335,11.5722,5.077
606,Asia,1970,2144906508.0,3708.85,227.324,3943.964,91,53.9314,50.3405,11.6573,5.1351
607,Asia,1971,2195423804.0,3975.412,242.873,4229.958,91,53.3624,49.6928,11.6701,5.2036
608,Asia,1972,2245577141.0,4135.672,245.583,4394.658,91,55.2811,51.1774,12.0169,5.3478
609,Asia,1973,2296593872.0,4417.263,223.313,4655.452,91,55.9197,51.6166,12.2239,5.4411
610,Asia,1974,2346946783.0,4385.413,248.877,4660.921,91,56.4214,51.942,12.3849,5.5311
611,Asia,1975,2395376069.0,4437.785,262.739,4733.548,91,56.6852,52.0806,12.5177,5.6138
612,Asia,1976,2442681709.0,4602.04,264.901,4910.214,91,57.2105,52.4208,12.6628,5.68
613,Asia,1977,2489872409.0,4844.678,255.565,5139.0,91,58.0184,52.9841,12.7955,5.7566
614,Asia,1978,2536783728.0,5059.825,264.372,5398.847,91,58.5302,53.2594,12.8688,5.7959
615,Asia,1979,2584916791.0,5224.946,281.432,5596.692,91,59.1162,53.5737,12.955,5.8444
616,Asia,1980,2635334410.0,5100.222,297.124,5501.566,91,59.6039,53.7928,12.9847,5.8379
617,Asia,1981,2687793098.0,5052.858,312.465,5475.136,91,60.1084,54.038,13.0758,5.8896
618,Asia,1982,2742593626.0,5047.548,313.393,5486.803,91,60.6145,54.2857,13.1626,5.946
619,Asia,1983,2797881469.0,5200.076,322.986,5670.633,91,61.0726,54.5701,13.2392,5.9723
620,Asia,1984,2853170213.0,5509.327,319.091,6002.473,91,61.5409,54.8648,13.3459,6.0304
621,Asia,1985,2909856492.0,6306.246,368.458,6884.569,91,61.9822,55.1166,13.4411,6.0747
622,Asia,1986,2968294733.0,6447.955,364.784,7031.574,91,62.4858,55.3802,13.5503,6.1267
623,Asia,1987,3028624604.0,6660.039,370.048,7283.99,91,62.938,55.6194,13.6599,6.1832
624,Asia,1988,3089224548.0,6988.958,415.479,7639.333,91,63.2672,55.7814,13.7281,6.1938
625,Asia,1989,3149702853.0,7191.774,418.099,7850.388,91,63.7009,56.0385,13.8347,6.2509
626,Asia,1990,3210563750.0,7324.175,426.917,8004.866,91,64.0389,56.1886,13.8996,6.2613
627,Asia,1991,3269054085.0,7479.682,424.14,8170.006,91,64.2294,56.3328,13.9675,6.2852
628,Asia,1992,3324377494.0,7702.689,420.322,8391.733,91,64.7535,56.6582,14.1398,6.3766
629,Asia,1993,3378235529.0,7855.537,457.659,8606.23,91,65.1086,56.8774,14.2762,6.4595
630,Asia,1994,3431170953.0,8151.194,450.611,8909.805,91,65.4131,57.0306,14.3708,6.5094
631,Asia,1995,3483316665.0,8346.813,482.203,9163.48,91,65.6966,57.1916,14.4841,6.5722
632,Asia,1996,3534544077.0,8606.345,472.416,9426.927,91,65.9998,57.3263,14.5733,6.6393
633,Asia,1997,3585198287.0,8732.054,467.317,9564.517,91,66.4141,57.5677,14.7149,6.7121
634,Asia,1998,3635442850.0,8583.624,488.761,9447.087,91,66.8629,57.8391,14.8871,6.8156
635,Asia,1999,3685232690.0,8772.187,473.565,9621.604,91,67.2127,57.9906,14.9518,6.8181
636,Asia,2000,3735089775.0,8999.97,483.604,9864.972,91,67.6292,58.1745,15.0676,6.8947
637,Asia,2001,3785215058.0,9178.793,510.669,10068.242,91,68.1255,58.4873,15.2699,7.0335
638,Asia,2002,3834687401.0,9528.807,521.994,10431.763,91,68.5285,58.6892,15.3633,7.0836
639,Asia,2003,3883310793.0,10240.069,534.117,11106.729,91,68.9269,58.8677,15.4424,7.1152
640,Asia,2004,3931402529.0,11034.729,615.614,12024.823,91,69.1634,58.9541,15.5055,7.1563
641,Asia,2005,3979329053.0,11760.506,632.003,12776.326,91,69.615,59.1677,15.5662,7.1713
642,Asia,2006,4027291741.0,12277.209,686.841,13350.881,91,70.0502,59.3789,15.673,7.236
643,Asia,2007,4074998014.0,12919.018,715.279,13998.733,91,70.3458,59.4782,15.7144,7.2577
644,Asia,2008,4122790915.0,13139.845,804.429,14291.811,91,70.5111,59.5093,15.7529,7.2827
645,Asia,2009,4171339685.0,13278.283,791.19,14426.608,91,70.9919,59.7559,15.8692,7.3551
646,Asia,2010,4220041467.0,13913.51,907.582,15190.584,91,71.3472,59.9409,15.9665,7.4034
647,Asia,2011,4268479060.0,14559.163,931.397,15791.833,91,71.6749,60.1027,16.06,7.4594
648,Asia,2012,4317165429.0,14903.371,1049.563,16164.222,91,72.0416,60.3045,16.2066,7.5508
649,Asia,2013,4365286895.0,15042.688,1148.187,16400.99,91,72.3901,60.5247,16.3587,7.647
650,Asia,2014,4412496398.0,15192.178,1261.735,16676.557,91,72.7841,60.7614,16.5154,7.7485
651,Asia,2015,4458250376.0,15245.994,1332.202,16825.139,91,73.1205,60.9783,16.6745,7.843
652,Asia,2016,4502955714.0,15270.59,1428.114,16970.572,91,73.4446,61.1619,16.8104,7.9277
653,Asia,2017,4547095064.0,15550.419,1543.296,17376.299,91,73.681,61.2571,16.8675,7.9564
654,Asia,2018,4588802751.0,15864.545,1675.105,17850.889,91,73.9909,61.5051,17.0302,8.0533
655,Asia,2019,4627738749.0,16029.353,1826.491,18214.143,91,74.1876,61.6244,17.101,8.0886
656,Asia,2020,4663086623.0,15667.932,1936.972,17964.684,91,73.7415,61.11,16.6789,7.8845
657,Asia,2021,4693332132.0,16303.895,2118.004,18812.572,91,72.5321,59.8141,15.9106,7.4329
658,Asia,2022,4721383370.0,16428.768,2304.22,19139.609,91,73.1802,60.4942,16.4035,7.7311
674,Australia,1965,11359442.0,35395.805,2084.91,37480.715,265,70.8031,57.6548,14.1268,6.4523
675,Australia,1966,11592675.0,36529.594,1951.732,38481.324,265,70.6785,57.4861,13.9041,6.2814
676,Australia,1967,11809114.0,38078.816,1982.873,40061.688,265,71.0479,57.8367,14.2401,6.5759
677,Australia,1968,12027268.0,39683.492,2029.534,41713.023,265,70.6811,57.4821,13.924,6.2217
678,Australia,1969,12268351.0,40417.199,2166.213,42583.41,265,71.0722,57.9044,14.254,6.6875
679,Australia,1970,12595038.0,42810.016,2453.965,45263.98,265,70.6537,57.4908,13.9317,6.4237
680,Australia,1971,12993837.0,43400.629,2683.344,46083.969,265,71.452,58.2123,14.4162,6.5805
681,Australia,1972,13300319.0,44437.891,2635.79,47073.68,265,71.7697,58.4478,14.5751,6.6746
682,Australia,1973,13513318.0,46764.816,2768.236,49533.055,265,72.0599,58.6698,14.7242,6.7421
683,Australia,1974,13713392.0,48821.367,3091.466,51912.836,265,71.851,58.4435,14.5751,6.5289
684,Australia,1975,13886865.0,48845.879,3282.531,52128.41,265,72.786,59.2249,15.2257,7.047
685,Australia,1976,14038078.0,50269.727,3091.437,53361.164,265,72.7895,59.1922,15.0043,6.8219
686,Australia,1977,14193365.0,52457.586,2918.178,55375.77,265,73.4736,59.7759,15.5429,7.1996
687,Australia,1978,14355814.0,53395.305,3112.864,56508.172,265,73.7431,60.0131,15.6885,7.3178
688,Australia,1979,14520529.0,54945.078,2992.988,57938.066,265,74.3293,60.5062,15.9701,7.453
689,Australia,1980,14706329.0,54615.762,2791.287,57407.051,265,74.5676,60.6981,16.0109,7.4333
690,Australia,1981,14930055.0,54621.473,2832.694,57454.168,265,74.7846,60.9088,16.1062,7.5036
691,Australia,1982,15168446.0,53433.984,2598.085,56032.07,265,74.7208,60.8261,15.9668,7.3201
692,Australia,1983,15383079.0,50946.488,2419.888,53366.375,265,75.4425,61.487,16.4783,7.7211
693,Australia,1984,15579478.0,52132.617,2581.669,54714.285,265,75.5121,61.5332,16.4596,7.606
694,Australia,1985,15785685.0,52889.207,2703.562,55592.766,265,75.4328,61.4866,16.3489,7.3901
695,Australia,1986,16012299.0,53206.754,2681.848,55888.602,265,76.0742,62.0333,16.761,7.7858
696,Australia,1987,16259251.0,54087.707,2568.149,56655.859,265,76.0862,62.0357,16.7197,7.6623
697,Australia,1988,16525901.0,55593.363,2706.073,58299.43,265,76.347,62.2421,16.8856,7.769
698,Australia,1989,16796586.0,57592.066,2663.257,60255.328,265,76.2005,62.1156,16.6439,7.4884
699,Australia,1990,17048002.0,57894.836,2702.262,60597.098,265,77.0443,62.9009,17.2831,7.9959
700,Australia,1991,17271092.0,56551.473,2813.959,59365.43,265,77.4831,63.2417,17.5144,8.1356
701,Australia,1992,17462500.0,56857.543,2823.96,59681.504,265,77.4765,63.2484,17.4462,8.0309
702,Australia,1993,17631514.0,57478.57,2872.36,60350.93,265,78.0098,63.7152,17.7867,8.2353
703,Australia,1994,17805506.0,59274.898,2810.73,62085.629,265,77.8558,63.5467,17.589,8.0118
704,Australia,1995,18003002.0,61398.641,2718.386,64117.02,265,78.2619,63.9346,17.9382,8.2149
705,Australia,1996,18211850.0,62475.82,2763.942,65239.766,265,78.3492,64.0226,17.9903,8.1762
706,Australia,1997,18410254.0,63378.875,2741.234,66120.109,265,78.6317,64.2707,18.1926,8.2513
707,Australia,1998,18601666.0,64295.676,2705.337,67001.016,265,79.0275,64.6368,18.529,8.4882
708,Australia,1999,18800892.0,66238.219,2766.347,69004.57,265,79.2855,64.9317,18.7125,8.5652
709,Australia,2000,19017968.0,65895.281,2737.685,68632.961,265,79.6309,65.2219,18.9204,8.624
710,Australia,2001,19248146.0,65693.062,2645.212,68338.281,265,80.0165,65.5961,19.1486,8.7565
